record_id,rag,rag_role,authority_tier,category,jurisdiction,domain,document_type,document_title,source_url,chunk_index,text,content_hash,source_corpus
RAG2-00602,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,380,"r officials, as the case may be in relation to the conduct of clinical trial. 
(7) The registration, unless it is suspended or cancelled, shall be valid for a period of three 
years from the date of issue: 
Provided that if the application for re -registration is received by the Licensing Authority 
within three months before the expiry, the registration shall continue to be in force until orders 
are passed by the said authority: 
Provided further that the Licensing Authority shall be informed in writing in case of any 
change in the membership or the constitution of the Ethics Committee takes place. 
(8) If the Licensing Authority is not satisfied, he shall reject the application and shall 
inform the applicant of the reasons for such rejection and the conditions which must be 
satisfied before the registration can be granted. 
(9) If the Ethics Committee fails to comply with any of the conditions of registration, the 
Licensing Authority may, after giving an opportunity to show cause why such an order should 
not be passed, by an order in writing stating the reasons therefor, suspend or cancel the 
registration of the Ethics Committee for such period as considered necessary. 
(1",e54b4783a1670b761bb5e3e1c511c84913206e3c6664694cc500c9ae772e2db1,ayurvedic_corpus.csv
RAG2-00603,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,381,"rder in writing stating the reasons therefor, suspend or cancel the 
registration of the Ethics Committee for such period as considered necessary. 
(10) The Ethics Committee whose registration has been suspended or cancelled by the 
Licensing Authority, may, within ninety days of the receipt of the copy of the order, prefer an 
appeal to the Central Government and the Central Government may after giving an opportunity 
of being heard, confirm, reverse or modify such order. 
Explanation:- For the purpose of this Rule an Ethics Committee is a comm ittee 
comprising of medical, scientific, non -medical and nonscientific members, whose 
responsibility is to ensure the protection of the rights, safety and will -being of human subjects 
involved in a clinical trial and it shall be responsible for reviewing and approving the protocol, 
the suitability of the investigators, facilities, methods and adequacy of information to be used 
for obtaining and documenting informed consent of the study subjects and adequacy of 
confidentiality safeguards.] 

122E. Definition of new drug.- For the purpose of this Part, new drug shall mean and 
include- 
1[(a) A drug, as defined in the Act including bu",fbb9a1177d6b357140da1741db1b6849ebe3d135f466c9bcd4ef3e83618c4fa7,ayurvedic_corpus.csv
RAG2-00604,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,382,"s.] 

122E. Definition of new drug.- For the purpose of this Part, new drug shall mean and 
include- 
1[(a) A drug, as defined in the Act including bulk drug substance 2[or 
phytopharmaceutical drug] which has not been used in the country to any significant extent 
under the conditions prescribed, recommended or suggested in the labelling thereof and has 
not been recognized as effective and safe by the licensing authority mentioned under rule 21 
for the proposed claims: 

1. Ins. by G.S.R. 591 (E), dt. 17-8-1999. 
2. Ins. by G.S.R. 918 (E), dt. 30-11-2015. 

Drugs and Cosmetics Rules 1945 
148 

Provided that the limited use, if any, has been with the permission of the licensing 
authority.] 

(b) A drug already approved by the Licensing Authority mentioned in Rule 21 for 
certain claims, which is now proposed to be marketed with modified or new claims, namely, 
indications, dosage, dosage form (including sustained release dosage form) and route of 
administration. 

(c) A fixed dose combination of two or more drugs, individually approved earlier for 
certain claims, which are now proposed to be combined for the first time in a fixed ratio, or if 
the ratio of ingredients in an already marketed combination is proposed to be changed, with 
certain claims, viz. indications, dosage, dosage form (including sustained release dosage 
form) and route of administration. (See items (b) and (c) of Appendix VI to Schedule Y.)",8d22537aa17a7f9e44e7cd4b6b02de785969a5f94c96cdd136e46d7641c2c916,ayurvedic_corpus.csv
RAG2-00605,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,383,"ns, dosage, dosage form (including sustained release dosage 
form) and route of administration. (See items (b) and (c) of Appendix VI to Schedule Y.) 

Explanation.- For the purpose of this rule− 

1[(i) all vaccines and Recombinant DNA (r -DNA) derived drugs shall be new drugs 
unless certified otherwise by the Licensing Authority under Rule 21;] 

(ii) a new drug shall continue to be considered as new drug for a period of four years 
from the date of its first approval 2[***].] 

1. Ins. by G.S.R. 45(E), dt. 24.01.2011. 
2. Omitted by G.S.R. 724(E), dt. 7.11.2013, the following words,- 
 ―or its inclusion in the Indian Pharmacopoeia Whichever is earlier‖. 

Drugs and Cosmetics Rules 1945 
149 

1[PART XB 

REQUIREMENTS FOR THE COLLECTION, STORAGE, 
PROCESSING AND DISTRIBUTION OF WHOLE HUMAN BLOOD, 
HUMAN BLOOD COMPONENTS BY BLOOD BANKS 
ANDMANUFACTURE OF BLOOD PRODUCTS 
2[122EA. Definitions.- (1) In this Part and in the Forms contained in Schedule A and in 
Part XII-B, 3[Part XII-C and Part XIID] of Schedule F, unless there is anything repugnant in 
the subject or context− 

(a) ―apheresis‖ means the process by which blood drawn from a donor, after 
separating plasma or platelets, or leucocytes, is re-transfused simultaneously into the said 
donor;",c22f460375d44903e4833c6c12ed50c98acd132a4c7cd45c1472067dd42fdd25,ayurvedic_corpus.csv
RAG2-00606,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,384,"rocess by which blood drawn from a donor, after 
separating plasma or platelets, or leucocytes, is re-transfused simultaneously into the said 
donor; 

(b) ―autologous blood‖ means the blood drawn from the patient for re-transfusion 
unto himself later on; 

(c) ―blood‖ means and includes whole human blood, drawn from a donor and mixed 
with an anti-coagulant; 

(d) ―blood bank‖ means a place or organization or unit or institution or other 
arrangements made by such organization, unit or institution for carrying out all or any of 
the operations for collection, apheresis, storage, processing and distribution of blood 
drawn from donors and/or for preparation, storage and distribution of blood components; 

(e) ―blood component‖ means a drug prepared, obtained, derived or separated from a 
unit of blood drawn from a donor; 

(f) ―blood product‖ means a drug manufactured or obtained from pooled plasma of 
blood by fractionation, drawn from donors; 
4[(fa) ―cord blood bank‖ means a place or organization or u nit for carrying out and 
responsible for operations of collection, processing, testing, banking, selection and 
release of cord blood units;] 
(g) ―donor‖ means a person who voluntarily donates blood after he has been declared 
fit after a medical examination, for donating blood, on fulfilling the criteria given 
hereinafter, without accepting in return any consideration in cash or in kind from any 
source but does not include a professional or a paid donor.",30049d76148118a53caa6034af989a93273fe5426291f0f8e601ddcea57b3ecb,ayurvedic_corpus.csv
RAG2-00607,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,385,"hereinafter, without accepting in return any consideration in cash or in kind from any 
source but does not include a professional or a paid donor. 

Explanation.- For the purposes of this clause, benefits or incentives like pins, plaques, 
badges, medals, commendation certificates, time-off from work, membership of blood 
assurance programme, gi fts of little or intrinsic monetary value shall not be construed as 
consideration; 

(h) ―leucapheresis‖ means the process by which the blood drawn from a donor, after 
leucocyte concentrates have been separarated is re-transfused simultaneously into the 
said donor; 

(i) ―plasmapheresis‖ means the process by which the blood drawn from a donor, after 
plasma has been separated, is re-transfused during the same sitting into the said donor; 

(j) ―plateletpheresis‖ means the process by which the blood drawn from a donor, after 
platelet concentrates have been separated, is re-transfused s imultaneously into the said 
donor; 

(k) ―professional donor‖ means a person who donates blood for a valuable 
consideration, in cash or kind, from any source, on behalf of the recipient-patient and 
includes a paid donor or a commercial donor; 
(l) ―replacement donor‖ means a donor who is a family friend or a relative of the 
patient-recipient.]",f16aa452c5e10f8bb4918054bc6ec52e66e7ba9a878ee28b617a132a47380f3f,ayurvedic_corpus.csv
RAG2-00608,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,386,"includes a paid donor or a commercial donor; 
(l) ―replacement donor‖ means a donor who is a family friend or a relative of the 
patient-recipient.] 

1. Ins. by G.S.R. 28(E), dt. 22-1-1993. 
2. Ins. by G.S.R. 245 (E), dt. 5-04-1999. 
3. Subs. by G.S.R. 899 (E), dt. 27-12-2011. 
4. Ins. by G.S.R. 899 (E), dt. 27-12-2011.

Drugs and Cosmetics Rules 1945 
150 

4[(m) ―umbilical cord blood‖ is the whole blood including Hematopoietic Progenitor Cells 
collected from placental and or Umbilical cord blood vessels after the umbilical cord have 
been clamped.] 

122-F. Form of application for licence for operation of Blood Bank/processing of 
whole human blood for components/manufacture of blood products for sale or 
distribution 4[, collection, processing, testing, storage, banking and release of umbilical cord 
blood stem cells.]- (1) Application for the grant and/or renewal of licence for the operation 
of a Blood Bank/processing of human blood for components/manufacture of blood 
products 4 [ collection, processing, testing, storage, banking and release of umbilical cord blood 
stem cells] shall be made to the Licensing Authority appointed under Part VII in 1[Form 27-
C or 5[Form 27-E or Form 27-F], as the case may be], and shall be accompanied by 3[licence 
fee of rupees six thousand and an inspection fee of rupees one thousand and five hundred for 
every inspection thereof or for the purpose of renewal of licence]:",462c2633910051bfbc32cd7bb34024ec1b4ec1498fd6a6f83bd1566ef53a400c,ayurvedic_corpus.csv
RAG2-00609,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,387,"s six thousand and an inspection fee of rupees one thousand and five hundred for 
every inspection thereof or for the purpose of renewal of licence]: 

Provided that if the applicant applies for renewal of licence after its expiry but within six 
months of such expiry the fee payable for the renewal of the licence 3[shall be rupees six 
thousand and inspection fee of rupees one thousand and five hundred plus an additional fee at 
the rate of rupees one thousand per month or a part thereof in addition to the inspection fee]: 

5[Provided further that a licensee holding a license in Form 28-C, Form 28-E or Form 28-
F as the case may be, for operation of Blood Bank/ processing of whole human blood for 
components / manufacture of blood products / collection, processing testing storage, banking 
and release of umbilical cord blood stem cells shall apply for grant of license under sub Rule 
(1) before the expiry of the said license in Form 27 -C, Form 27 -E or Form 27 -F as the case 
may be and he shall continue to operate the same till the orders on his application are 
communicated to him.] 
2[***] 
(2) A fee of 3[rupees one thousand] shall be paid for a duplicate copy of a licence issued 
under this rule, if the original is defaced, damaged or lost.",4d63a50021d2272964e093cfc22c69048dad14ecdccb16e2885c97bad4e53a1d,ayurvedic_corpus.csv
RAG2-00610,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,388,"A fee of 3[rupees one thousand] shall be paid for a duplicate copy of a licence issued 
under this rule, if the original is defaced, damaged or lost. 

(3) Application by a licensee to manufacture additional drugs listed in the application 
shall be accompanied by a fee of 3[rupees three hundred] for each drug listed in the 
application. 

(4) On receipt of the application for the grant or renewal of such licence, the Licensing 
Authority shall,– 

(i) verify the statements made in the application form; 
(ii) cause the manufacturing and testing establishment to be inspected in accordance 
with the provision of rule 122-I; and 
(iii) in case the application is for renewal of licence, call for information of past 
performance of the licensee. 

(5) If the Licensing Authority is satisfied that the applicant is in a position to fulfil the 
requirements laid down in the rules, he shall prepare a report to that effect and forward it 
6[along with the application and the licence (in triplicate) to be granted or renewed, duly 
completed] to the Central Licence Approving Authority: 

Provided that if the Licensing Authority is of the opinion that the applicant is not in a 
position to fulfil the requirements laid down in these rules, he may, by order, for reasons to be 
recorded in writing, refuse to grant or renew the licence, as the case may be.",c48717ca8de755c6677625bae4e2fd3791f303d33d592d1dc3670995eac65d1d,ayurvedic_corpus.csv
RAG2-00611,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,389,"rements laid down in these rules, he may, by order, for reasons to be 
recorded in writing, refuse to grant or renew the licence, as the case may be. 

(6) If, on receipt of the application and report of the Licensing Authority referred to in 
sub-rule 7[(5)] and after taking such measures including inspection of the premises by the 
Inspector, appointed by the Central Government under section 21 of the Act, and/or along 

1. Subs. by G.S.R. 245(E), dt. 5.4.1999. 4. Ins. by G.S.R. 899 (E), dt. 27-12-2011. 
2. Explanation omitted by G.S.R. 733 (E), dt. 21.12.2005 earlier Ins. by G.S.R. 89(E), dt. 14-2-1996. 
3. Subs. by G.S.R. 601(E), dt. 24-8-2001. 5. Subs. by G.S.R. 899 (E), dt. 27-12-2011. 
6. Ins. by G.S.R. 89 (E), dt. 14.2.1996. 
7. Corrected by corrigendum G.S.R. 447 (E), dt. 10-06-1993.

Drugs and Cosmetics Rules 1945 
151 

with the Expert in the field concerned if deemed necessary, the Central Licence Approving 
Authority is satisfied that the applicant is in a position to fulfil the requirements laid down in 
these rules, he may grant or renew the licence, as the case may be: 
Provided that if the Central Licence Approving Authority is of the opinion that the 
applicant is",d9ce35c57c151bd3a0aabde9ea6ffd0b1740fa9ca824fa31e98ce3bc208970fd,ayurvedic_corpus.csv
RAG2-00612,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,390,"may grant or renew the licence, as the case may be: 
Provided that if the Central Licence Approving Authority is of the opinion that the 
applicant is not in a position to fulfil the requirements laid down in these rules he may, 
notwithstanding the report of the Licensing Authority, by order, for reasons to be recorded in 
writing, reject the application for grant or renewal of licence, as the case may be, and shall 
supply the applicant with a copy of the inspection report. 

122G. Form of Licence for the operation of a Blood Bank/processing of whole 
human blood for components and manufacture of blood products 3[/manufacture of blood 
products/collection, processing, testing, storage, banking and release of umbilical cord 
blood stem cells] and the conditions for the grant or renewal of such licence .− 2[(1)] A 
licence for the operation of a Blood Bank or for processing whole human blood for 
components and 3[/manufacture of blood products /collection, processing, testing, storage, 
banking and release of umbilical cord blood stem cells] shall be issued in 1[Form 28C or Form 
28E or 3[Form 28F or Form 26G or Form26 -I or Form 26 J, as the case may be, before a 
license in Form",25153c568efc48d08cd0cee68579f32385b41e857be1590c8d8edbfa20a65156,ayurvedic_corpus.csv
RAG2-00613,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,391,"cells] shall be issued in 1[Form 28C or Form 
28E or 3[Form 28F or Form 26G or Form26 -I or Form 26 J, as the case may be, before a 
license in Form 28C or Form 28E or Form28 -F or Form 26 G or Form 26 -I or Form 26 -J], as 
the case may be,] is granted or renewed the following conditions shall be complied with by the 
applicant:- 
1[(i) The operation of Blood Bank and/or processing of whole human blood for 
components shall be conducted under the active direction and personal supervision of 
competent technical staff consisting of at least one person who is whole time employee 
and who is Medical Officer, and possessing- 
(a) Postgraduate degree in Medicine - M.D (Pathology/Transfusion 
Medicines); or 

(b) Degree in Medicine (M.B.B.S.) with Diploma in Pathology or Transfusion 
Medicines having adequate knowledge in blood group serology, blood group 
methodology and medical principles involved in the procurement of blood and/or 
preparation of its components; or 

(c) Degree in Medicine (M.B.B.S.) having experience in Blood Bank for one 
year during regular service and also has adequate knowledge and experience in 
blood group serology, blood group methodology and medical principles involved in 
the procurement of blood and/or preparation of its components,",d069736d744f4e4e84b78ded9d1df8792a349cf6b841066c1be7963892199c7c,ayurvedic_corpus.csv
RAG2-00614,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,392,"in 
blood group serology, blood group methodology and medical principles involved in 
the procurement of blood and/or preparation of its components, 

the degree or diploma being from a University recognized by the Central Government. 

Explanation.- For the purposes of this condition, the experience in Blood Bank for 
one year shall not apply in the case of persons who are approved by the Licensing 
Authority and/or Central Licence Approving Authority prior to the commencement of 
the Drugs and Cosmetics (Second Amendment) Rules, 1999]. 

(ii) The applicant shall provide adequate space, plant and equipment for any or all 
the operations of blood collection or blood processing. The space, plant and equipment 
required for various operation is given in Schedule ‗F‘, Part XIIB and/or XIIC 4[or XIID]. 

(iii) The applicant shall provide and maintain adequate technical staff as specified in 
Schedule F, Part XIIB and/or XIIC 4[or XIID]. 
(iv) The applicant shall provide adequate arrangements for storage of whole 
human blood, human blood components and blood products. 

(v) The applicant shall furnish to the Licensing Authority, if required to do so, 
data on the stability of whole human blood, its components or blood products 
which are likely to deteriorate, for fixing the date of expiry which shall be printed 
on the labels of such products on the basis of the data so furnished.",ee0310e62f09c80b0f90710285ba1631a813e2011a14837f3c99c09b54341bd2,ayurvedic_corpus.csv
RAG2-00615,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,393,"re likely to deteriorate, for fixing the date of expiry which shall be printed 
on the labels of such products on the basis of the data so furnished. 

1. Ins. by GSR 245(E), dt. 5-4-1999. 
2. Renumbered as sub-rule (1) by GSR 733(E), dt. 21-12-2005. 
3. Subs. by GSR 899(E), dt. 27-12-2011. 4. Ins. by GSR 899(E), dt. 27-12-2011.

Drugs and Cosmetics Rules 1945 
152 

3[(2) Application for grant or renewal of a licence for operation of Blood Bank or processing 
of human blood components shall be made by the Blood Bank run by the Government, Indian 
Red Cross Society, hospital, charitable trust or voluntary organization approved by a State/ 
Union Territory Blood Transfusion Council only. 
Explanation.– For the purpose of this sub -rule, ―renewal‖ sha ll include renewal of any 
licenceissued prior to the commencement of the Drugs and Cosmetics (……..Amendment) 
Rules,2005.] 
122H. Duration of licence.- An original licence in 1[Form 28C or Form 28E 4[or Form 
28F] or a renewed licence in Form 26G or Form 26-I] 4[or Form 26J] unless sooner 
suspended or cancelled shall be 2[valid for a period of five years on and from the date on 
which] it is granted or renewed. 

122-I. Inspection bef",7d78ecb40950e86e81eeeb3ffe605c1b7be04b5ab463931d43a2ba28733f2d9e,ayurvedic_corpus.csv
RAG2-00616,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,394,"suspended or cancelled shall be 2[valid for a period of five years on and from the date on 
which] it is granted or renewed. 

122-I. Inspection before grant or renewal of licence for operation of Blood Bank, 
processing of whole human blood for components and manufacture of blood 
products.- Before a licence in 1[Form 28C or Form 28E 4[or Form 28F] is granted or a 
renewal of licence in form 26G or Form 26-I 4[or Form 26J] is made, as the case may be,] the 
Licensing Authority or the Central Licence Approving Authority, as the case may be, shall 
cause the establishment in which Blood Bank is proposed to be operated/whole human blood 
for components is processed/ blood products are manufactured to be inspected by one or 
more Inspectors, appointed under the Act and/or along with the Expert in the field concerned. 
The Inspector or Inspectors shall examine all portions of the premises and 
appliances/equipments and inspect the process of manufacture intended to be employed or 
being employed along with the means to be employed or being employed for operation of 
blood bank/processing of whole human blood for c omponents/manufacture of blood 
products together with their testing facilities and also enquire into the professional 
qualification of the expert staff and other technical staff to be employed.",988cb48001595b23539e12b5a3f92b6320afc5c461ac39701be06f9f0e7d5dab,ayurvedic_corpus.csv
RAG2-00617,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,395,"her with their testing facilities and also enquire into the professional 
qualification of the expert staff and other technical staff to be employed. 

122J. Report by Inspector.-The Inspector or Inspectors shall forward a detailed 
descriptive report giving his findings on each aspect of inspection along with his 
recommendation in accordance with the provisions of rule 122-I to the Licensing Authority or 
to the Central Licence Approving Authority. 

122K. Further application after rejection.- If within a period of six months from the 
rejection of application of a licence the applicant informs the Licensing Authority that the 
conditions laid down have been satisfied and deposits an inspection 2[fee of rupees two 
hundred and fifty] the Licensing Authority may, if after causing further inspection to be made 
is satisfied that the conditions for the 1[grant or renewal of a licence have been complied with, 
shall grant or renew the licence in Form 28C or Form 28E 4[or Form 28F]: 
Provided that in the case of a drug notified by the Central Government under rule 68-A, 
the application, together with the inspection report and the Form of licence (in triplicate to be 
granted or renewed), duly completed shall be sent, to the Central Licence Approving 
Authority, who may approve the same and return it to the Licensing Authority for issue of the 
licence.]",053962cdd5275da589ac9c60b498b4ddcde306026b38c8e0edb17271d550e473,ayurvedic_corpus.csv
RAG2-00618,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,396,"l be sent, to the Central Licence Approving 
Authority, who may approve the same and return it to the Licensing Authority for issue of the 
licence.] 

122L. Delegation of powers by the Central Licence Approving Authority.- The Central 
Licence Approving A uthority may, with the approval of the Central Government, by 
notification delegate his powers of signing licences and any other power under rules to 
persons under his control having same qualifications as prescribed for Controlling Authority 
under rule 50-A, for such areas and for such periods as may be specified. 

122M. Provision for appeal to the State Government by a party whose licence has not 
been granted or renewed.- Any person who is aggrieved by the order passed by the Licensing 
Authority or Central Licence Approving Authority, as the case may be, may within thirty 
days from the date of receipt of such order, appeal to the State Government or Central 
Government, as the case may be, after such enquiry into the matter as it considers necessary 
and after giving the said person an opportunity for representing his view in the matter may 
pass such order in relation thereto as it thinks fit. 

1. Ins. by G.S.R 245(E), dt. 5-4-1999. 3. Ins. by G.S.R 733(E), dt. 21-12-2005. 
2. Subs. by G.S.R 601(E), dt. 24-8-2001. 4. Ins. by GSR 899(E), dt. 27-12-2011.",8b6fedc7bef861e8700b23759af3f4e2d6aa4674dc9447b2d000a066a5a4c704,ayurvedic_corpus.csv
RAG2-00619,RAG2,legal_regulatory_evidence,source_document,drugs_cosmetics_act,INDIA,AYUSH_DRUG_REGULATION,STATUTE/REGULATION,"Drugs and Cosmetics Act 1940 + Rules 1945 combined, from CDSCO (the actual drug regulator - includes Ayurvedic/Siddha/Unani drug provisions, directly relevant to this project)",https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf,397,"G.S.R 245(E), dt. 5-4-1999. 3. Ins. by G.S.R 733(E), dt. 21-12-2005. 
2. Subs. by G.S.R 601(E), dt. 24-8-2001. 4. Ins. by GSR 899(E), dt. 27-12-2011.

Drugs and Cosmetics Rules 1945 
153 

122-N. Additional information to be fur nished by an applicant for licence or by a 
licensee to the Licensing Authority.- The applicant for the grant of licence or any person 
granted a licence under the Part shall, on demand furnish to the Licensing Authority, before 
the grant of the licence or during the period the licence is in force, as the case may be, 
documentary evidence in respect of the ownership or occupation, rental or other basis of the 
premises, specified in the application for licence or in the licence granted, constitution of the 
firm or any other relevant matter, which may be required for the purpose of verifying the 
correctness of the statement made by the applicant or the licensee, while applying for or after 
obtaining the licence, as the case may be. 

122-O. Cancellation and suspension of licences.− (1) The Licensing Authority or Central 
Licence Approving Authority may for such licences granted or renewed by him after giving 
the licensee an opportunity to show cause w",8c271fb63a48781e74dc2fefc90e2bf9e268cbbdf01c77712c990a87c2ef53eb,ayurvedic_corpus.csv
